Fonte;Classe;Tipo;Agrupador;Composicao;UNIDADE;ORIGEM DE PREÇO;CUSTO TOTAL;VINCULO;Codigo
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90642 BOMBA TRIPLEX, PARA INJEÇÃO DE NATA DE CIMENTO, VAZÃO MÁXIMA DE 100 LITROS/MINUTO, PRESSÃO MÁXIMA DE 70 BAR - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;5,18;CAIXA REFERENCIAL;CHOR 0329.90642
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90646 BOMBA CENTRÍFUGA MONOESTÁGIO COM MOTOR ELÉTRICO MONOFÁSICO, POTÊNCIA 15 HP, DIÂMETRO DO ROTOR 173 MM, HM/Q = 30 MCA / 90 M3/H A 45 MCA / 55 M3/H - DEPRECIAÇÃO. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;0,55;CAIXA REFERENCIAL;CHOR 0329.90646
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90647 BOMBA CENTRÍFUGA MONOESTÁGIO COM MOTOR ELÉTRICO MONOFÁSICO, POTÊNCIA 15 HP, DIÂMETRO DO ROTOR 173 MM, HM/Q = 30 MCA / 90 M3/H A 45 MCA / 55 M3/H - JUROS. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;0,06;CAIXA REFERENCIAL;CHOR 0329.90647
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90648 BOMBA CENTRÍFUGA MONOESTÁGIO COM MOTOR ELÉTRICO MONOFÁSICO, POTÊNCIA 15 HP, DIÂMETRO DO ROTOR 173 MM, HM/Q = 30 MCA / 90 M3/H A 45 MCA / 55 M3/H - MANUTENÇÃO. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;0,6;CAIXA REFERENCIAL;CHOR 0329.90648
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90649 BOMBA CENTRÍFUGA MONOESTÁGIO COM MOTOR ELÉTRICO MONOFÁSICO, POTÊNCIA 15 HP, DIÂMETRO DO ROTOR 173 MM, HM/Q = 30 MCA / 90 M3/H A 45 MCA / 55 M3/H - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;8,46;CAIXA REFERENCIAL;CHOR 0329.90649
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90652 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 3 M3/H - DEPRECIAÇÃO. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;2,81;CAIXA REFERENCIAL;CHOR 0329.90652
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90653 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 3 M3/H - JUROS. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;0,33;CAIXA REFERENCIAL;CHOR 0329.90653
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90654 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 3 M3/H - MANUTENÇÃO. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;3,08;CAIXA REFERENCIAL;CHOR 0329.90654
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90655 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 3 M3/H - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;5,57;CAIXA REFERENCIAL;CHOR 0329.90655
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90658 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 6 M3/H - DEPRECIAÇÃO. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;3,01;CAIXA REFERENCIAL;CHOR 0329.90658
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90659 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 6 M3/H - JUROS. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;0,35;CAIXA REFERENCIAL;CHOR 0329.90659
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90660 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 6 M3/H - MANUTENÇÃO. AF 06/2015;H;COEFICIENTE DE REPRESENTATIVIDADE;3,3;CAIXA REFERENCIAL;CHOR 0329.90660
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90661 BOMBA DE PROJEÇÃO DE CONCRETO SECO, POTÊNCIA 10 CV, VAZÃO 6 M3/H - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;5,57;CAIXA REFERENCIAL;CHOR 0329.90661
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90664 PROJETOR PNEUMÁTICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM COMPRESSOR DE AR REBOCÁVEL VAZÃO 89 PCM E MOTOR DIESEL DE 20 CV - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;4,5;CAIXA REFERENCIAL;CHOR 0329.90664
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90665 PROJETOR PNEUMÁTICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM COMPRESSOR DE AR REBOCÁVEL VAZÃO 89 PCM E MOTOR DIESEL DE 20 CV - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;0,51;CAIXA REFERENCIAL;CHOR 0329.90665
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90666 PROJETOR PNEUMÁTICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM COMPRESSOR DE AR REBOCÁVEL VAZÃO 89 PCM E MOTOR DIESEL DE 20 CV - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;4,93;CAIXA REFERENCIAL;CHOR 0329.90666
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90667 PROJETOR PNEUMÁTICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUINHA, COM COMPRESSOR DE AR REBOCÁVEL VAZÃO 89 PCM E MOTOR DIESEL DE 20 CV - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;8,42;CAIXA REFERENCIAL;CHOR 0329.90667
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90670 PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA, PROFUNDIDADE MÁXIMA DE 30 M, DIÂMETRO MÁXIMO DE 800 MM, POTÊNCIA INSTALADA DE 268 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 170 KNM - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;120,33;CAIXA REFERENCIAL;CHOR 0329.90670
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90671 PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA, PROFUNDIDADE MÁXIMA DE 30 M, DIÂMETRO MÁXIMO DE 800 MM, POTÊNCIA INSTALADA DE 268 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 170 KNM - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;16,7;CAIXA REFERENCIAL;CHOR 0329.90671
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90672 PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA, PROFUNDIDADE MÁXIMA DE 30 M, DIÂMETRO MÁXIMO DE 800 MM, POTÊNCIA INSTALADA DE 268 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 170 KNM - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;150,58;CAIXA REFERENCIAL;CHOR 0329.90672
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90673 PERFURATRIZ COM TORRE METÁLICA PARA EXECUÇÃO DE ESTACA HÉLICE CONTÍNUA, PROFUNDIDADE MÁXIMA DE 30 M, DIÂMETRO MÁXIMO DE 800 MM, POTÊNCIA INSTALADA DE 268 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 170 KNM - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;67,4;CAIXA REFERENCIAL;CHOR 0329.90673
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90676 PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;62,21;CAIXA REFERENCIAL;CHOR 0329.90676
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90677 PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;8,63;CAIXA REFERENCIAL;CHOR 0329.90677
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90678 PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;77,86;CAIXA REFERENCIAL;CHOR 0329.90678
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90679 PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;51,66;CAIXA REFERENCIAL;CHOR 0329.90679
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90682 MANIPULADOR TELESCÓPICO, POTÊNCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MÁXIMA DE ELEVAÇÃO DE 12,3 M - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;22,69;CAIXA REFERENCIAL;CHOR 0329.90682
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90683 MANIPULADOR TELESCÓPICO, POTÊNCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MÁXIMA DE ELEVAÇÃO DE 12,3 M - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;2,69;CAIXA REFERENCIAL;CHOR 0329.90683
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90684 MANIPULADOR TELESCÓPICO, POTÊNCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MÁXIMA DE ELEVAÇÃO DE 12,3 M - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;24,82;CAIXA REFERENCIAL;CHOR 0329.90684
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90685 MANIPULADOR TELESCÓPICO, POTÊNCIA DE 85 HP, CAPACIDADE DE CARGA DE 3.500 KG, ALTURA MÁXIMA DE ELEVAÇÃO DE 12,3 M - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;32,04;CAIXA REFERENCIAL;CHOR 0329.90685
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90688 MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;13,39;CAIXA REFERENCIAL;CHOR 0329.90688
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90689 MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;1,35;CAIXA REFERENCIAL;CHOR 0329.90689
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90690 MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;16,73;CAIXA REFERENCIAL;CHOR 0329.90690
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90691 MINICARREGADEIRA SOBRE RODAS, POTÊNCIA LÍQUIDA DE 47 HP, CAPACIDADE NOMINAL DE OPERAÇÃO DE 646 KG - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;29,52;CAIXA REFERENCIAL;CHOR 0329.90691
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90957 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 189 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 63 CV - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;2,79;CAIXA REFERENCIAL;CHOR 0329.90957
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90958 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 189 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 63 CV - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;0,38;CAIXA REFERENCIAL;CHOR 0329.90958
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90960 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 89 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 20 CV - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;3,73;CAIXA REFERENCIAL;CHOR 0329.90960
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90961 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 89 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 20 CV - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;0,51;CAIXA REFERENCIAL;CHOR 0329.90961
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90962 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 89 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 20 CV - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;4,66;CAIXA REFERENCIAL;CHOR 0329.90962
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90963 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 89 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 20 CV - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;8,42;CAIXA REFERENCIAL;CHOR 0329.90963
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90968 COMPRESSOR DE AR REBOCAVEL, VAZÃO 250 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 81 CV - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;3,74;CAIXA REFERENCIAL;CHOR 0329.90968
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90969 COMPRESSOR DE AR REBOCAVEL, VAZÃO 250 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 81 CV - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;0,51;CAIXA REFERENCIAL;CHOR 0329.90969
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90970 COMPRESSOR DE AR REBOCAVEL, VAZÃO 250 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 81 CV - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;4,68;CAIXA REFERENCIAL;CHOR 0329.90970
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90971 COMPRESSOR DE AR REBOCAVEL, VAZÃO 250 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 81 CV - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;34,13;CAIXA REFERENCIAL;CHOR 0329.90971
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90975 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;9,49;CAIXA REFERENCIAL;CHOR 0329.90975
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90976 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;1,31;CAIXA REFERENCIAL;CHOR 0329.90976
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90977 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;11,88;CAIXA REFERENCIAL;CHOR 0329.90977
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90978 COMPRESSOR DE AR REBOCÁVEL, VAZÃO 748 PCM, PRESSÃO EFETIVA DE TRABALHO 102 PSI, MOTOR DIESEL, POTÊNCIA 210 CV - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;88,56;CAIXA REFERENCIAL;CHOR 0329.90978
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90992 COMPRESSOR DE AR REBOCAVEL, VAZÃO 400 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 110 CV - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;4,43;CAIXA REFERENCIAL;CHOR 0329.90992
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90993 COMPRESSOR DE AR REBOCAVEL, VAZÃO 400 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 110 CV - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;0,61;CAIXA REFERENCIAL;CHOR 0329.90993
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90994 COMPRESSOR DE AR REBOCAVEL, VAZÃO 400 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 110 CV - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;5,55;CAIXA REFERENCIAL;CHOR 0329.90994
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;90995 COMPRESSOR DE AR REBOCAVEL, VAZÃO 400 PCM, PRESSAO DE TRABALHO 102 PSI, MOTOR A DIESEL POTÊNCIA 110 CV - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;46,37;CAIXA REFERENCIAL;CHOR 0329.90995
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91021 PERFURATRIZ HIDRÁULICA SOBRE CAMINHÃO COM TRADO CURTO ACOPLADO, PROFUNDIDADE MÁXIMA DE 20 M, DIÂMETRO MÁXIMO DE 1500 MM, POTÊNCIA INSTALADA DE 137 HP, MESA ROTATIVA COM TORQUE MÁXIMO DE 30 KNM - IMPOSTOS E SEGUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;3,38;CAIXA REFERENCIAL;CHOR 0329.91021
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91026 CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - DEPRECIAÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;11,15;CAIXA REFERENCIAL;CHOR 0329.91026
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91027 CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - JUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;2,33;CAIXA REFERENCIAL;CHOR 0329.91027
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91028 CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - IMPOSTOS E SEGUROS. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;0,9;CAIXA REFERENCIAL;CHOR 0329.91028
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91029 CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - MANUTENÇÃO. AF 06/2015;H;ATRIBUÍDO SÃO PAULO;20,91;CAIXA REFERENCIAL;CHOR 0329.91029
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91030 CAMINHÃO TRUCADO (C/ TERCEIRO EIXO) ELETRÔNICO - POTÊNCIA 231CV - PBT = 22000KG - DIST. ENTRE EIXOS 5170 MM - INCLUI CARROCERIA FIXA ABERTA DE MADEIRA - MATERIAIS NA OPERAÇÃO. AF 06/2015;H;COLETADO;80,2;CAIXA REFERENCIAL;CHOR 0329.91030
1;CHOR CUSTOS HORÁRIOS DE MÁQUINAS E EQUIPAMENTOS;0329 COMPOSIÇÕES AUXILIARES;;91273 PLACA VIBRATÓRIA REVERSÍVEL COM MOTOR 4 TEMPOS A GASOLINA, FORÇA CENTRÍFUGA DE 25 KN (2500 KGF), POTÊNCIA 5,5 CV - DEPRECIAÇÃO. AF 08/2015;H;ATRIBUÍDO SÃO PAULO;0,4;CAIXA REFERENCIAL;CHOR 0329.91273
